EPOCH,AMOUNT,DATE,PRICE_EUR,PRICE_USD,PRICE_AUSD,PRICE_JPY
347,0.005251,4-7-2022,0.43800743285704924,0.45695555176660235,0.6704451855519592,61.72788640594652
351,0.001598,24-7-2022,0.5079467403505921,0.5187661266888138,0.7490126905277413,70.64453360022911
352,0.008566,29-7-2022,0.5041546257443921,0.5139091350365205,0.7341305054006408,69.1025547712627
353,0.005331,3-8-2022,0.49230519538152806,0.49996109970125363,0.7244266347897262,66.7090403629848
354,0.001653,8-8-2022,0.519966322369604,0.5289602332149591,0.7661650443569414,71.43898877696273
355,0.001653,13-8-2022,0.5279765078575493,0.5418383585852335,0.7602989153530637,72.30101413535871
356,0.005295,18-8-2022,0.5299323200368972,0.5393016068527493,0.7779501181075877,72.79897565503556
357,0.008918,23-8-2022,0.4638824382761227,0.46103966768517546,0.6701963064462348,63.44366867015702
358,0.012438,28-8-2022,0.4534337540971426,0.4518468678970884,0.655951068441751,62.158314382262915
359,0.005222,2-9-2022,0.4607353687202552,0.45858825849398704,0.6749960576772991,64.23101795531409
360,0.008662,7-9-2022,0.4690261645489173,0.46431246441022445,0.6897152718204899,66.43089110043323
361,0.005171,12-9-2022,0.5048245839969782,0.5085717405815829,0.7426673127712878,72.48749304270399
362,0.001585,17-9-2022,0.47351182758927474,0.474275886041687,0.7057751630533815,67.78659242633722
363,0.015887,22-9-2022,0.4495414147029212,0.44199914135484214,0.6686023771463602,63.78180209492789
365,0.005203,2-10-2022,0.4395493511885027,0.43090750125091737,0.6733981121348627,62.36912082355633
366,0.001592,7-10-2022,0.43832598344084217,0.42899113631463637,0.6693548699917262,62.23739056982282
367,0.005215,12-10-2022,0.40284382461848584,0.39087219114800464,0.6240094730469979,56.99462541057699
368,0.008799,17-10-2022,0.38017801064468015,0.37037167968174506,0.595113214912628,55.04130568918383
369,0.001537,22-10-2022,0.35422615107434263,0.34928826290170106,0.5492596355838173,51.58114422400869
370,0.004976,27-10-2022,0.39954030293802967,0.4032445069791389,0.6209574260306988,58.927182902550165
371,0.001516,1-11-2022,0.4108590926322139,0.4061606265048067,0.6340317659171838,60.42045479885494
372,0.00831,6-11-2022,0.42762873194476275,0.4269243068384789,0.6604647104083315,62.5892364585892
374,0.005045,16-11-2022,0.3262924026848546,0.3379223378648112,0.49922449700951077,46.92142900284115
375,0.008619,21-11-2022,0.303364471583567,0.31338236566683925,0.469025911251834,43.947959505203315
376,0.001578,26-11-2022,0.30347761695129616,0.3160263929630735,0.46811788689326894,43.967171920987724
377,0.012284,1-12-2022,0.3072643525213901,0.32036336999369297,0.47125355617061215,44.021971624679516
378,0.022846,6-12-2022,0.3051221103870057,0.3203095895767889,0.4777817915524781,43.784238882814776
380,0.00498,16-12-2022,0.28162553972790727,0.299540773872443,0.44667520199858857,41.26199621058693
381,0.008445,21-12-2022,0.24421787459698815,0.2594727994205192,0.3880838655996936,34.235489837541955
382,0.008356,26-12-2022,0.24458906540127268,0.2596384912708029,0.3870973633820611,34.486482603044394
383,0.004902,31-12-2022,0.2290782905828956,0.24571201087080485,0.36107576567073496,32.21654058591617
384,0.001481,5-1-2023,0.2525071542020782,0.26794792110359367,0.3923253268610662,35.42214950235947
385,0.004916,10-1-2023,0.2954985098312822,0.31717078990552633,0.4588398807786779,41.800400941327375
386,0.001384,15-1-2023,0.3245370427916741,0.3519119190637228,0.5040997475820195,45.00776893078593
387,0.008175,20-1-2023,0.31337350500044026,0.33953796071519227,0.4911871582612617,43.59361831418441
388,0.005855,25-1-2023,0.3297755159507379,0.359068699526837,0.5100014320294466,46.759003258483276
389,0.001009,30-1-2023,0.3649976846948989,0.3968034665567562,0.5583389833642793,51.5214581020625
390,0.007316,4-2-2023,0.3747512020717745,0.4049394371081902,0.5848345919223795,53.12602945140905
391,0.005458,9-2-2023,0.36821297531809627,0.3946134010769468,0.5694902758982061,51.83703294890687
392,0.005439,14-2-2023,0.3356688757381884,0.36015973791651007,0.5168767649955973,47.64520431135898
393,0.003884,19-2-2023,0.3797060385869469,0.4069117513719228,0.5915276129693637,54.56888964677755
394,0.000671,24-2-2023,0.3620084661495868,0.38371971112473635,0.5635219422044323,51.62611039837531
395,0.005341,1-3-2023,0.33348731821498256,0.3527432177275084,0.5239824127733282,48.07616681632202
396,0.006821,6-3-2023,0.31777787537488583,0.33773856213566666,0.4998169339346375,45.92256559750812
397,0.002188,11-3-2023,0.296170513097265,0.3156142442271207,0.47987567763512573,42.606344899440145
398,0.003678,16-3-2023,0.30754263723502284,0.325547359499502,0.4917484018500648,43.29910100287179
399,0.009655,21-3-2023,0.3122681240207017,0.3346745876648634,0.49874010272828423,43.96288730311524
400,0.002081,26-3-2023,0.3291650650834691,0.35472284614846633,0.5332573376749133,46.380003450296705
401,0.01245,31-3-2023,0.34582868162245317,0.37709268167474286,0.5616158206913255,50.174588890301756
402,0.003513,5-4-2023,0.3558341758107321,0.3900193739362444,0.577002462188758,51.280592328414336
404,0.004874,15-4-2023,0.3952987095776684,0.4389198844544001,0.6545182095381693,58.73362541838102
405,0.003323,20-4-2023,0.37920727606170257,0.41524970467869976,0.6194927634231469,55.94949945929402
406,0.00454,25-4-2023,0.34733046791725,0.3840507082888743,0.5729230061182596,51.496015296976054
408,0.002946,5-5-2023,0.3517149061197617,0.3877103199326264,0.5787514783968697,52.031112645278476
409,0.001639,10-5-2023,0.33158601561724305,0.36357836685161754,0.5372815673986466,49.20549636108739
410,0.004078,15-5-2023,0.34173204387098427,0.37081869118917216,0.5580417110023645,50.380447136361745
411,0.00282,20-5-2023,0.3407147124096334,0.36859924531793437,0.5545590389778148,50.85379583864691
412,0.004008,25-5-2023,0.33885043940234233,0.364486212685355,0.5568882787479983,50.7887845773217
413,0.000612,30-5-2023,0.3539786100654668,0.37900304405530705,0.5805022864455746,53.23580982637958
414,0.002333,4-6-2023,0.35091025290044386,0.37594841750636826,0.5678979048262632,52.61585253507379
415,0.007532,4-6-2023,0.35091025290044386,0.37594841750636826,0.5678979048262632,52.61585253507379




































